[2022-05-10 12:08:07,745] 1가 식별 되었습니다.
[2022-05-10 12:08:12,412] 1가 식별 되었습니다.
[2022-05-10 12:08:17,270] 1가 식별 되었습니다.
[2022-05-10 12:08:21,937] 1가 식별 되었습니다.
[2022-05-10 12:08:26,584] 1가 식별 되었습니다.
[2022-05-10 12:08:31,141] 1가 식별 되었습니다.
[2022-05-10 12:08:35,788] 1가 식별 되었습니다.
[2022-05-10 12:08:40,435] 1가 식별 되었습니다.
[2022-05-10 12:08:45,105] 1가 식별 되었습니다.
